age,sex,Incidence,mortality_uplift,condition,delta_incidence
18,2,9.38E-05,124.1176674,Stroke,-0.05
19,2,9.38E-05,125.9461476,Stroke,-0.05
20,2,9.38E-05,143.5939086,Stroke,-0.05
21,2,1.00E-04,224.3990239,Stroke,-0.05
22,2,1.00E-04,188.7707313,Stroke,-0.05
23,2,1.00E-04,218.8140483,Stroke,-0.05
24,2,1.00E-04,203.6177193,Stroke,-0.05
25,2,1.00E-04,174.5570106,Stroke,-0.05
26,2,1.28E-04,276.0951707,Stroke,-0.05
27,2,1.28E-04,240.9968213,Stroke,-0.05
28,2,1.28E-04,233.7728367,Stroke,-0.05
29,2,1.28E-04,219.8650257,Stroke,-0.05
30,2,1.28E-04,187.0937919,Stroke,-0.05
31,2,1.83E-04,223.6004479,Stroke,-0.05
32,2,1.83E-04,187.4342424,Stroke,-0.05
33,2,1.83E-04,173.6096694,Stroke,-0.05
34,2,1.83E-04,149.4002986,Stroke,-0.05
35,2,1.83E-04,146.4852928,Stroke,-0.05
36,2,2.64E-04,156.6068451,Stroke,-0.05
37,2,2.64E-04,135.3291135,Stroke,-0.05
38,2,2.64E-04,129.4732869,Stroke,-0.05
39,2,2.64E-04,123.951047,Stroke,-0.05
40,2,2.64E-04,115.5515644,Stroke,-0.05
41,2,3.76E-04,119.4928892,Stroke,-0.05
42,2,3.76E-04,106.6132273,Stroke,-0.05
43,2,3.76E-04,98.24873322,Stroke,-0.05
44,2,3.76E-04,86.95291883,Stroke,-0.05
45,2,3.76E-04,79.85588883,Stroke,-0.05
46,2,5.18E-04,83.98177813,Stroke,-0.05
47,2,5.18E-04,77.26159813,Stroke,-0.05
48,2,5.18E-04,68.12148051,Stroke,-0.05
49,2,5.18E-04,64.94772841,Stroke,-0.05
50,2,5.18E-04,59.99215039,Stroke,-0.05
51,2,6.89E-04,65.44001619,Stroke,-0.05
52,2,6.89E-04,62.17430108,Stroke,-0.05
53,2,6.89E-04,58.15988013,Stroke,-0.05
54,2,6.89E-04,55.05599383,Stroke,-0.05
55,2,6.89E-04,49.54426805,Stroke,-0.05
56,2,8.88E-04,50.76414595,Stroke,-0.05
57,2,8.88E-04,47.26500167,Stroke,-0.05
58,2,8.88E-04,42.57256563,Stroke,-0.05
59,2,8.88E-04,40.04964331,Stroke,-0.05
60,2,8.88E-04,35.70563183,Stroke,-0.05
61,2,0.001184967,40.02463356,Stroke,-0.05
62,2,0.001184967,34.94861466,Stroke,-0.05
63,2,0.001184967,32.94048777,Stroke,-0.05
64,2,0.001184967,30.85046008,Stroke,-0.05
65,2,0.001184967,28.13017334,Stroke,-0.05
66,2,0.001579411,33.40424176,Stroke,-0.05
67,2,0.001579411,30.80753346,Stroke,-0.05
68,2,0.001579411,27.5202559,Stroke,-0.05
69,2,0.001579411,25.96492899,Stroke,-0.05
70,2,0.001579411,23.02811452,Stroke,-0.05
71,2,0.002450609,30.42373659,Stroke,-0.05
72,2,0.002450609,26.92436877,Stroke,-0.05
73,2,0.002450609,24.16750933,Stroke,-0.05
74,2,0.002450609,21.3699233,Stroke,-0.05
75,2,0.002450609,19.5092931,Stroke,-0.05
76,2,0.003803659,3,Stroke,-0.05
77,2,0.003803659,3,Stroke,-0.05
78,2,0.003803659,3,Stroke,-0.05
79,2,0.003803659,3,Stroke,-0.05
80,2,0.003803659,3,Stroke,-0.05
81,2,0.006406636,2,Stroke,-0.05
82,2,0.006406636,2,Stroke,-0.05
83,2,0.006406636,2,Stroke,-0.05
84,2,0.006406636,2,Stroke,-0.05
85,2,0.006406636,1.5,Stroke,-0.05
86,2,0.010248823,1.5,Stroke,-0.05
87,2,0.010248823,1.5,Stroke,-0.05
88,2,0.010248823,1.5,Stroke,-0.05
89,2,0.010248823,1.5,Stroke,-0.05
90,2,0.010248823,1.5,Stroke,-0.05
91,2,0.014069076,1.5,Stroke,-0.05
92,2,0.014069076,1.5,Stroke,-0.05
93,2,0.014069076,1.5,Stroke,-0.05
94,2,0.014069076,1.5,Stroke,-0.05
95,2,0.014069076,1.5,Stroke,-0.05
96,2,0.017778574,1.5,Stroke,-0.05
97,2,0.017778574,1.5,Stroke,-0.05
98,2,0.017778574,1.5,Stroke,-0.05
99,2,0.017778574,1.5,Stroke,-0.05
100,2,0.017778574,1.5,Stroke,-0.05
18,1,6.66E-05,116.9290169,Stroke,-0.05
19,1,6.66E-05,105.1964417,Stroke,-0.05
20,1,6.66E-05,83.52199101,Stroke,-0.05
21,1,7.44E-05,188.3929374,Stroke,-0.05
22,1,7.44E-05,192.4403011,Stroke,-0.05
23,1,7.44E-05,186.4327603,Stroke,-0.05
24,1,7.44E-05,173.4452518,Stroke,-0.05
25,1,7.44E-05,165.1423322,Stroke,-0.05
26,1,9.73E-05,235.7123954,Stroke,-0.05
27,1,9.73E-05,228.4904755,Stroke,-0.05
28,1,9.73E-05,212.5769924,Stroke,-0.05
29,1,9.73E-05,203.5600125,Stroke,-0.05
30,1,9.73E-05,183.3040112,Stroke,-0.05
31,1,1.43E-04,184.3533027,Stroke,-0.05
32,1,1.43E-04,185.0630574,Stroke,-0.05
33,1,1.43E-04,161.6406188,Stroke,-0.05
34,1,1.43E-04,156.5603811,Stroke,-0.05
35,1,1.43E-04,145.0897671,Stroke,-0.05
36,1,2.11E-04,143.6415108,Stroke,-0.05
37,1,2.11E-04,119.3572759,Stroke,-0.05
38,1,2.11E-04,121.9553624,Stroke,-0.05
39,1,2.11E-04,110.4739483,Stroke,-0.05
40,1,2.11E-04,101.1178303,Stroke,-0.05
41,1,3.36E-04,101.4498174,Stroke,-0.05
42,1,3.36E-04,93.14721318,Stroke,-0.05
43,1,3.36E-04,85.29654539,Stroke,-0.05
44,1,3.36E-04,77.33023734,Stroke,-0.05
45,1,3.36E-04,69.62111497,Stroke,-0.05
46,1,5.17E-04,66.08156981,Stroke,-0.05
47,1,5.17E-04,61.19675145,Stroke,-0.05
48,1,5.17E-04,56.99401634,Stroke,-0.05
49,1,5.17E-04,51.49253747,Stroke,-0.05
50,1,5.17E-04,47.37822148,Stroke,-0.05
51,1,7.62E-04,47.5941945,Stroke,-0.05
52,1,7.62E-04,44.87223773,Stroke,-0.05
53,1,7.62E-04,41.21023425,Stroke,-0.05
54,1,7.62E-04,38.55823802,Stroke,-0.05
55,1,7.62E-04,36.18395497,Stroke,-0.05
56,1,0.001069025,37.25151518,Stroke,-0.05
57,1,0.001069025,34.4411291,Stroke,-0.05
58,1,0.001069025,31.15494732,Stroke,-0.05
59,1,0.001069025,28.96030155,Stroke,-0.05
60,1,0.001069025,26.55218516,Stroke,-0.05
61,1,0.001441631,29.45616757,Stroke,-0.05
62,1,0.001441631,26.48486534,Stroke,-0.05
63,1,0.001441631,24.33590104,Stroke,-0.05
64,1,0.001441631,22.70588239,Stroke,-0.05
65,1,0.001441631,20.46633016,Stroke,-0.05
66,1,0.001878009,24.19741603,Stroke,-0.05
67,1,0.001878009,22.63379782,Stroke,-0.05
68,1,0.001878009,20.49173079,Stroke,-0.05
69,1,0.001878009,18.75276157,Stroke,-0.05
70,1,0.001878009,17.6537946,Stroke,-0.05
71,1,0.002601358,23.8872964,Stroke,-0.05
72,1,0.002601358,21.99680881,Stroke,-0.05
73,1,0.002601358,19.35698272,Stroke,-0.05
74,1,0.002601358,17.6440409,Stroke,-0.05
75,1,0.002601358,3,Stroke,-0.05
76,1,0.003620434,3,Stroke,-0.05
77,1,0.003620434,3,Stroke,-0.05
78,1,0.003620434,3,Stroke,-0.05
79,1,0.003620434,3,Stroke,-0.05
80,1,0.003620434,3,Stroke,-0.05
81,1,0.005526776,2,Stroke,-0.05
82,1,0.005526776,2,Stroke,-0.05
83,1,0.005526776,2,Stroke,-0.05
84,1,0.005526776,2,Stroke,-0.05
85,1,0.005526776,1.5,Stroke,-0.05
86,1,0.008302613,1.5,Stroke,-0.05
87,1,0.008302613,1.5,Stroke,-0.05
88,1,0.008302613,1.5,Stroke,-0.05
89,1,0.008302613,1.5,Stroke,-0.05
90,1,0.008302613,1.5,Stroke,-0.05
91,1,0.011064041,1.5,Stroke,-0.05
92,1,0.011064041,1.5,Stroke,-0.05
93,1,0.011064041,1.5,Stroke,-0.05
94,1,0.011064041,1.5,Stroke,-0.05
95,1,0.011064041,1.5,Stroke,-0.05
96,1,0.013727256,1.5,Stroke,-0.05
97,1,0.013727256,1.5,Stroke,-0.05
98,1,0.013727256,1.5,Stroke,-0.05
99,1,0.013727256,1.5,Stroke,-0.05
100,1,0.013727256,1.5,Stroke,-0.05
18,2,0,0.801109466,Diabetes,-0.04
19,2,0,0.813007131,Diabetes,-0.04
20,2,1.00E-04,0.927838647,Diabetes,-0.04
21,2,1.00E-04,0.882980806,Diabetes,-0.04
22,2,1.00E-04,0.742160592,Diabetes,-0.04
23,2,1.00E-04,0.860906286,Diabetes,-0.04
24,2,1.00E-04,0.800843057,Diabetes,-0.04
25,2,2.00E-04,0.685981105,Diabetes,-0.04
26,2,2.00E-04,1.083706978,Diabetes,-0.04
27,2,2.00E-04,0.945440915,Diabetes,-0.04
28,2,2.00E-04,0.916982828,Diabetes,-0.04
29,2,2.00E-04,0.862194545,Diabetes,-0.04
30,2,3.00E-04,0.733095897,Diabetes,-0.04
31,2,3.00E-04,1.714052639,Diabetes,-0.04
32,2,3.00E-04,1.435568114,Diabetes,-0.04
33,2,3.00E-04,1.329117089,Diabetes,-0.04
34,2,3.00E-04,1.142701759,Diabetes,-0.04
35,2,5.00E-04,1.120255832,Diabetes,-0.04
36,2,5.00E-04,1.142356456,Diabetes,-0.04
37,2,5.00E-04,0.986150255,Diabetes,-0.04
38,2,5.00E-04,0.943160878,Diabetes,-0.04
39,2,5.00E-04,0.902620461,Diabetes,-0.04
40,2,7.00E-04,0.840957344,Diabetes,-0.04
41,2,7.00E-04,0.939550832,Diabetes,-0.04
42,2,7.00E-04,0.837425742,Diabetes,-0.04
43,2,7.00E-04,0.771102206,Diabetes,-0.04
44,2,7.00E-04,0.681535719,Diabetes,-0.04
45,2,0.001,0.625262128,Diabetes,-0.04
46,2,0.001,1.334478258,Diabetes,-0.04
47,2,0.001,1.226407133,Diabetes,-0.04
48,2,0.001,1.079419584,Diabetes,-0.04
49,2,0.001,1.028380629,Diabetes,-0.04
50,2,0.0018,0.948687096,Diabetes,-0.04
51,2,0.0018,1.112466637,Diabetes,-0.04
52,2,0.0018,1.056088639,Diabetes,-0.04
53,2,0.0018,0.986785283,Diabetes,-0.04
54,2,0.0018,0.933201033,Diabetes,-0.04
55,2,0.0028,0.838048806,Diabetes,-0.04
56,2,0.0028,1.251296342,Diabetes,-0.04
57,2,0.0028,1.163311984,Diabetes,-0.04
58,2,0.0028,1.045322859,Diabetes,-0.04
59,2,0.0028,0.981885149,Diabetes,-0.04
60,2,0.004,0.872656997,Diabetes,-0.04
61,2,0.004,0.990254818,Diabetes,-0.04
62,2,0.004,0.861450222,Diabetes,-0.04
63,2,0.004,0.810493758,Diabetes,-0.04
64,2,0.004,0.757459052,Diabetes,-0.04
65,2,0.0045,0.688431445,Diabetes,-0.04
66,2,0.0045,0.683214712,Diabetes,-0.04
67,2,0.0045,0.62846542,Diabetes,-0.04
68,2,0.0045,0.559156086,Diabetes,-0.04
69,2,0.0045,0.526363397,Diabetes,-0.04
70,2,0.0046,0.464443267,Diabetes,-0.04
71,2,0.0046,0.967508887,Diabetes,-0.04
72,2,0.0046,0.852442962,Diabetes,-0.04
73,2,0.0046,0.761792137,Diabetes,-0.04
74,2,0.0046,0.669802143,Diabetes,-0.04
75,2,0.0055,0.608621054,Diabetes,-0.04
76,2,0.0055,1.5,Diabetes,-0.04
77,2,0.0055,1.773624251,Diabetes,-0.04
78,2,0.0055,1.581926688,Diabetes,-0.04
79,2,0.0055,1.382524926,Diabetes,-0.04
80,2,0.0051,1.245586471,Diabetes,-0.04
81,2,0.0051,1.245586471,Diabetes,-0.04
82,2,0.0051,1.245586471,Diabetes,-0.04
83,2,0.0051,1.245586471,Diabetes,-0.04
84,2,0.0051,1.245586471,Diabetes,-0.04
85,2,0.0045,1.245586471,Diabetes,-0.04
86,2,0.0045,1.245586471,Diabetes,-0.04
87,2,0.0045,1.245586471,Diabetes,-0.04
88,2,0.0045,1.245586471,Diabetes,-0.04
89,2,0.0045,1.245586471,Diabetes,-0.04
90,2,0.0032,1.245586471,Diabetes,-0.04
91,2,0.0032,1.245586471,Diabetes,-0.04
92,2,0.0032,1.245586471,Diabetes,-0.04
93,2,0.0032,1.245586471,Diabetes,-0.04
94,2,0.0032,1.245586471,Diabetes,-0.04
95,2,0.0032,1.245586471,Diabetes,-0.04
96,2,0.0032,1.245586471,Diabetes,-0.04
97,2,0.0032,1.245586471,Diabetes,-0.04
98,2,0.0032,1.245586471,Diabetes,-0.04
99,2,0.0032,1.245586471,Diabetes,-0.04
100,2,0.0032,1.245586471,Diabetes,-0.04
18,1,1.00E-04,0.164652478,Diabetes,-0.04
19,1,1.00E-04,0.147988854,Diabetes,-0.04
20,1,1.00E-04,0.117204913,Diabetes,-0.04
21,1,1.00E-04,0.090937064,Diabetes,-0.04
22,1,1.00E-04,0.092901148,Diabetes,-0.04
23,1,1.00E-04,0.08998584,Diabetes,-0.04
24,1,1.00E-04,0.08368333,Diabetes,-0.04
25,1,1.00E-04,0.079654132,Diabetes,-0.04
26,1,1.00E-04,0.113315198,Diabetes,-0.04
27,1,1.00E-04,0.109828577,Diabetes,-0.04
28,1,1.00E-04,0.102145815,Diabetes,-0.04
29,1,1.00E-04,0.097792568,Diabetes,-0.04
30,1,3.00E-04,0.088013312,Diabetes,-0.04
31,1,3.00E-04,0.539254613,Diabetes,-0.04
32,1,3.00E-04,0.54134205,Diabetes,-0.04
33,1,3.00E-04,0.472455055,Diabetes,-0.04
34,1,3.00E-04,0.457513728,Diabetes,-0.04
35,1,5.00E-04,0.423777868,Diabetes,-0.04
36,1,5.00E-04,0.650458231,Diabetes,-0.04
37,1,5.00E-04,0.539719916,Diabetes,-0.04
38,1,5.00E-04,0.551567426,Diabetes,-0.04
39,1,5.00E-04,0.499211137,Diabetes,-0.04
40,1,0.0011,0.456546389,Diabetes,-0.04
41,1,0.0011,0.634855084,Diabetes,-0.04
42,1,0.0011,0.582381614,Diabetes,-0.04
43,1,0.0011,0.532764437,Diabetes,-0.04
44,1,0.0011,0.4824164,Diabetes,-0.04
45,1,0.0018,0.433693807,Diabetes,-0.04
46,1,0.0018,1.332321118,Diabetes,-0.04
47,1,0.0018,1.232321276,Diabetes,-0.04
48,1,0.0018,1.146284742,Diabetes,-0.04
49,1,0.0018,1.033660899,Diabetes,-0.04
50,1,0.0028,0.949434441,Diabetes,-0.04
51,1,0.0028,1.031440341,Diabetes,-0.04
52,1,0.0028,0.97118528,Diabetes,-0.04
53,1,0.0028,0.890120715,Diabetes,-0.04
54,1,0.0028,0.831414348,Diabetes,-0.04
55,1,0.0042,0.778855625,Diabetes,-0.04
56,1,0.0042,0.939389763,Diabetes,-0.04
57,1,0.0042,0.866563899,Diabetes,-0.04
58,1,0.0042,0.781408685,Diabetes,-0.04
59,1,0.0042,0.724538572,Diabetes,-0.04
60,1,0.0058,0.662136769,Diabetes,-0.04
61,1,0.0058,0.935633032,Diabetes,-0.04
62,1,0.0058,0.837937216,Diabetes,-0.04
63,1,0.0058,0.767279705,Diabetes,-0.04
64,1,0.0058,0.713685021,Diabetes,-0.04
65,1,0.0062,0.640048997,Diabetes,-0.04
66,1,0.0062,0.884807262,Diabetes,-0.04
67,1,0.0062,0.825166966,Diabetes,-0.04
68,1,0.0062,0.743463192,Diabetes,-0.04
69,1,0.0062,0.677134571,Diabetes,-0.04
70,1,0.0062,0.635217232,Diabetes,-0.04
71,1,0.0062,1.329490311,Diabetes,-0.04
72,1,0.0062,1.219674592,Diabetes,-0.04
73,1,0.0062,1.06633087,Diabetes,-0.04
74,1,0.0062,0.96682853,Diabetes,-0.04
75,1,0.0068,0.858655563,Diabetes,-0.04
76,1,0.0068,1,Diabetes,-0.04
77,1,0.0068,1,Diabetes,-0.04
78,1,0.0068,1,Diabetes,-0.04
79,1,0.0068,1,Diabetes,-0.04
80,1,0.0064,1.245586471,Diabetes,-0.04
81,1,0.0064,1.245586471,Diabetes,-0.04
82,1,0.0064,1.245586471,Diabetes,-0.04
83,1,0.0064,1.245586471,Diabetes,-0.04
84,1,0.0064,1.245586471,Diabetes,-0.04
85,1,0.0045,1.245586471,Diabetes,-0.04
86,1,0.0045,1.245586471,Diabetes,-0.04
87,1,0.0045,1.245586471,Diabetes,-0.04
88,1,0.0045,1.245586471,Diabetes,-0.04
89,1,0.0045,1.245586471,Diabetes,-0.04
90,1,0.0036,1.245586471,Diabetes,-0.04
91,1,0.0036,1.245586471,Diabetes,-0.04
92,1,0.0036,1.245586471,Diabetes,-0.04
93,1,0.0036,1.245586471,Diabetes,-0.04
94,1,0.0036,1.245586471,Diabetes,-0.04
95,1,0.0036,1.245586471,Diabetes,-0.04
96,1,0.0036,1.245586471,Diabetes,-0.04
97,1,0.0036,1.245586471,Diabetes,-0.04
98,1,0.0036,1.245586471,Diabetes,-0.04
99,1,0.0036,1.245586471,Diabetes,-0.04
100,1,0.0036,1.245586471,Diabetes,-0.04
18,2,6.58E-05,39.82457695,CHD,-0.04
19,2,6.58E-05,40.40117957,CHD,-0.04
20,2,2.07E-04,36.12659608,CHD,-0.04
21,2,2.07E-04,32.88414106,CHD,-0.04
22,2,2.07E-04,27.79917028,CHD,-0.04
23,2,2.07E-04,32.08703753,CHD,-0.04
24,2,2.07E-04,29.91817445,CHD,-0.04
25,2,3.58E-04,38.60308117,CHD,-0.04
26,2,3.58E-04,38.30582362,CHD,-0.04
27,2,3.58E-04,33.54611509,CHD,-0.04
28,2,3.58E-04,32.56646614,CHD,-0.04
29,2,3.58E-04,30.68041942,CHD,-0.04
30,2,3.79E-04,68.3772474,CHD,-0.04
31,2,3.79E-04,69.84997412,CHD,-0.04
32,2,3.79E-04,58.66382271,CHD,-0.04
33,2,3.79E-04,54.38790366,CHD,-0.04
34,2,3.79E-04,46.89998274,CHD,-0.04
35,2,2.70E-04,142.6368231,CHD,-0.04
36,2,2.70E-04,127.9065935,CHD,-0.04
37,2,2.70E-04,110.5533439,CHD,-0.04
38,2,2.70E-04,105.7775706,CHD,-0.04
39,2,2.70E-04,101.2738571,CHD,-0.04
40,2,3.69E-04,133.3788142,CHD,-0.04
41,2,3.69E-04,120.1830469,CHD,-0.04
42,2,3.69E-04,107.2283679,CHD,-0.04
43,2,3.69E-04,98.81515514,CHD,-0.04
44,2,3.69E-04,87.45354866,CHD,-0.04
45,2,6.77E-04,83.59638778,CHD,-0.04
46,2,6.77E-04,77.39626729,CHD,-0.04
47,2,6.77E-04,71.20940701,CHD,-0.04
48,2,6.77E-04,62.79465759,CHD,-0.04
49,2,6.77E-04,59.87277741,CHD,-0.04
50,2,0.001211986,59.70764147,CHD,-0.04
51,2,0.001211986,54.17989381,CHD,-0.04
52,2,0.001211986,51.48482337,CHD,-0.04
53,2,0.001211986,48.17187448,CHD,-0.04
54,2,0.001211986,45.61035521,CHD,-0.04
55,2,0.001973626,42.9926328,CHD,-0.04
56,2,0.001973626,38.70620824,CHD,-0.04
57,2,0.001973626,36.0549126,CHD,-0.04
58,2,0.001973626,32.49946185,CHD,-0.04
59,2,0.001973626,30.58784792,CHD,-0.04
60,2,0.00295248,34.84518943,CHD,-0.04
61,2,0.00295248,32.46778951,CHD,-0.04
62,2,0.00295248,28.37470574,CHD,-0.04
63,2,0.00295248,26.75543841,CHD,-0.04
64,2,0.00295248,25.07012979,CHD,-0.04
65,2,0.004143293,27.83009549,CHD,-0.04
66,2,0.004143293,25.74331029,CHD,-0.04
67,2,0.004143293,23.76050941,CHD,-0.04
68,2,0.004143293,21.25040196,CHD,-0.04
69,2,0.004143293,20.06278163,CHD,-0.04
70,2,0.006188755,22.56991165,CHD,-0.04
71,2,0.006188755,21.32232194,CHD,-0.04
72,2,0.006188755,18.90538624,CHD,-0.04
73,2,0.006188755,17.0012846,CHD,-0.04
74,2,0.006188755,15.06905401,CHD,-0.04
75,2,0.009114447,18.18717272,CHD,-0.04
76,2,0.009114447,16.24441382,CHD,-0.04
77,2,0.009114447,14.27263627,CHD,-0.04
78,2,0.009114447,12.8380979,CHD,-0.04
79,2,0.009114447,11.34590639,CHD,-0.04
80,2,0.012860722,3,CHD,-0.04
81,2,0.012860722,3,CHD,-0.04
82,2,0.012860722,3,CHD,-0.04
83,2,0.012860722,3,CHD,-0.04
84,2,0.012860722,3,CHD,-0.04
85,2,0.017345255,2,CHD,-0.04
86,2,0.017345255,2,CHD,-0.04
87,2,0.017345255,2,CHD,-0.04
88,2,0.017345255,2,CHD,-0.04
89,2,0.017345255,2,CHD,-0.04
90,2,0.019331396,1.5,CHD,-0.04
91,2,0.019331396,1.5,CHD,-0.04
92,2,0.019331396,1.5,CHD,-0.04
93,2,0.019331396,1.5,CHD,-0.04
94,2,0.019331396,1.5,CHD,-0.04
95,2,0.018776707,1.5,CHD,-0.04
96,2,0.018776707,1.5,CHD,-0.04
97,2,0.018776707,1.5,CHD,-0.04
98,2,0.018776707,1.5,CHD,-0.04
99,2,0.018776707,1.5,CHD,-0.04
100,2,0.018776707,1.5,CHD,-0.04
18,1,4.90E-05,62.76574228,CHD,-0.04
19,1,4.90E-05,56.5147515,CHD,-0.04
20,1,1.63E-04,56.33899832,CHD,-0.04
21,1,1.63E-04,62.3057825,CHD,-0.04
22,1,1.63E-04,63.62988147,CHD,-0.04
23,1,1.63E-04,61.66450862,CHD,-0.04
24,1,1.63E-04,57.41563253,CHD,-0.04
25,1,2.91E-04,133.4433736,CHD,-0.04
26,1,2.91E-04,127.1365463,CHD,-0.04
27,1,2.91E-04,123.2554218,CHD,-0.04
28,1,2.91E-04,114.7033732,CHD,-0.04
29,1,2.91E-04,109.8575674,CHD,-0.04
30,1,4.44E-04,157.2206739,CHD,-0.04
31,1,4.44E-04,147.5823804,CHD,-0.04
32,1,4.44E-04,148.1497961,CHD,-0.04
33,1,4.44E-04,129.4246531,CHD,-0.04
34,1,4.44E-04,125.363241,CHD,-0.04
35,1,6.20E-04,163.671882,CHD,-0.04
36,1,6.20E-04,155.4057173,CHD,-0.04
37,1,6.20E-04,129.118666,CHD,-0.04
38,1,6.20E-04,131.931027,CHD,-0.04
39,1,6.20E-04,119.5026955,CHD,-0.04
40,1,0.001414388,93.07109076,CHD,-0.04
41,1,0.001414388,87.8132239,CHD,-0.04
42,1,0.001414388,80.63774206,CHD,-0.04
43,1,0.001414388,73.85284391,CHD,-0.04
44,1,0.001414388,66.96800427,CHD,-0.04
45,1,0.002831483,53.35604278,CHD,-0.04
46,1,0.002831483,50.50220931,CHD,-0.04
47,1,0.002831483,46.78672885,CHD,-0.04
48,1,0.002831483,43.59005314,CHD,-0.04
49,1,0.002831483,39.40552964,CHD,-0.04
50,1,0.004698395,42.33416529,CHD,-0.04
51,1,0.004698395,39.34412949,CHD,-0.04
52,1,0.004698395,37.10412805,CHD,-0.04
53,1,0.004698395,34.09052653,CHD,-0.04
54,1,0.004698395,31.90809826,CHD,-0.04
55,1,0.007013036,32.75674847,CHD,-0.04
56,1,0.007013036,29.60799604,CHD,-0.04
57,1,0.007013036,27.39017112,CHD,-0.04
58,1,0.007013036,24.79687054,CHD,-0.04
59,1,0.007013036,23.06495899,CHD,-0.04
60,1,0.008904277,26.44624748,CHD,-0.04
61,1,0.008904277,24.44807434,CHD,-0.04
62,1,0.008904277,21.99970123,CHD,-0.04
63,1,0.008904277,20.22894013,CHD,-0.04
64,1,0.008904277,18.88579374,CHD,-0.04
65,1,0.010364476,21.58887508,CHD,-0.04
66,1,0.010364476,19.65771316,CHD,-0.04
67,1,0.010364476,18.40009291,CHD,-0.04
68,1,0.010364476,16.6772255,CHD,-0.04
69,1,0.010364476,15.27857019,CHD,-0.04
70,1,0.012796664,18.44264058,CHD,-0.04
71,1,0.012796664,17.10901876,CHD,-0.04
72,1,0.012796664,15.77841599,CHD,-0.04
73,1,0.012796664,13.92039802,CHD,-0.04
74,1,0.012796664,12.71475925,CHD,-0.04
75,1,0.016243756,14.53395626,CHD,-0.04
76,1,0.016243756,13.16791714,CHD,-0.04
77,1,0.016243756,11.84053052,CHD,-0.04
78,1,0.016243756,10.62734185,CHD,-0.04
79,1,0.016243756,9.673528227,CHD,-0.04
80,1,0.020538981,3,CHD,-0.04
81,1,0.020538981,3,CHD,-0.04
82,1,0.020538981,3,CHD,-0.04
83,1,0.020538981,3,CHD,-0.04
84,1,0.020538981,3,CHD,-0.04
85,1,0.025575441,2,CHD,-0.04
86,1,0.025575441,2,CHD,-0.04
87,1,0.025575441,2,CHD,-0.04
88,1,0.025575441,2,CHD,-0.04
89,1,0.025575441,2,CHD,-0.04
90,1,0.026803482,1.51,CHD,-0.04
91,1,0.026803482,1.5,CHD,-0.04
92,1,0.026803482,1.5,CHD,-0.04
93,1,0.026803482,1.5,CHD,-0.04
94,1,0.026803482,1.5,CHD,-0.04
95,1,0.024216555,1.5,CHD,-0.04
96,1,0.024216555,1.5,CHD,-0.04
97,1,0.024216555,1.5,CHD,-0.04
98,1,0.024216555,1.5,CHD,-0.04
99,1,0.024216555,1.5,CHD,-0.04
100,1,0.024216555,1.5,CHD,-0.04
18,1,5.00E-06,181.3197662,Colorectal,-0.04
19,1,5.00E-06,163.0705369,Colorectal,-0.04
20,1,9.00E-06,129.3573909,Colorectal,-0.04
21,1,9.00E-06,143.1971941,Colorectal,-0.04
22,1,9.00E-06,146.2684078,Colorectal,-0.04
23,1,9.00E-06,141.7097758,Colorectal,-0.04
24,1,9.00E-06,131.8546164,Colorectal,-0.04
25,1,2.70E-05,125.5542089,Colorectal,-0.04
26,1,2.70E-05,119.6230561,Colorectal,-0.04
27,1,2.70E-05,115.9731159,Colorectal,-0.04
28,1,2.70E-05,107.9304814,Colorectal,-0.04
29,1,2.70E-05,103.3733224,Colorectal,-0.04
30,1,6.30E-05,93.13599015,Colorectal,-0.04
31,1,6.30E-05,87.45150747,Colorectal,-0.04
32,1,6.30E-05,87.78615847,Colorectal,-0.04
33,1,6.30E-05,76.74242434,Colorectal,-0.04
34,1,6.30E-05,74.34708049,Colorectal,-0.04
35,1,1.16E-04,68.9386594,Colorectal,-0.04
36,1,1.16E-04,65.48635936,Colorectal,-0.04
37,1,1.16E-04,54.50777471,Colorectal,-0.04
38,1,1.16E-04,55.68233562,Colorectal,-0.04
39,1,1.16E-04,50.49173864,Colorectal,-0.04
40,1,1.45E-04,46.26196017,Colorectal,-0.04
41,1,1.45E-04,43.67720356,Colorectal,-0.04
